id,img,label,text,split
17354,img/17354.png,0,mlk giving a powerful speech,train
19637,img/19637.png,1,motor neurone awards 2018 winner- best t-rex impression,train
35287,img/35287.png,0,i don't know how people wear these everyday feels like this to me,train
80971,img/80971.png,0,the smile you make democrat privilege: i got away with it when the race card buys your freedom,train
50746,img/50746.png,1,how do you kill 100 flies? smack an african kid in the face,train
8693,img/08693.png,0,this thread needs more bacon,train
56843,img/56843.png,1,the best game of all time farming simulator 1848,train
1653,img/01653.png,0,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """,train
97402,img/97402.png,1,when you pour a bowl of coco puffs and realize you're outta milk,train
96270,img/96270.png,0,"openly states that america and americans are both ""immoral"" boinked her own brother",train
21704,img/21704.png,0,"the ""i'm not black but my kids will be"" face",train
81203,img/81203.png,1,holy fuck 50 muslims on one credit,train
96104,img/96104.png,0,the ku klux klan killed 3446 blacks in a span of 86 years since 2016 blacks killed 1891 other blacks in chicago alone,train
30168,img/30168.png,1,"hi, i'm nate i'm a lesbian in recovery",train
73105,img/73105.png,0,excitement across the capital,train
86175,img/86175.png,0,when you go see your family because of the barbecue,train
26940,img/26940.png,0,"""if a dishwasher wore pants, would it wear them like this or like this""",train
24806,img/24806.png,0,"just because you have a beard, it doesn't mean you're a man. last time i checked vaginas can grow hair too",train
23615,img/23615.png,0,real,train
18469,img/18469.png,1,white people in chicago at 2am,train
1264,img/01264.png,0,you're a special kinda nuts aren't you?,train
97601,img/97601.png,0,"this is how a snake's mouth looks from the inside, i think everything is clear now",train
43792,img/43792.png,0,exercise ? thought you said extra fries,train
10947,img/10947.png,1,i think it's funny to haggle over price with hookers when you're just going to kill them anyway,train
34710,img/34710.png,0,hey lets go see if that kid wants to run around with us great idea,train
84305,img/84305.png,0,what's better than winning a gold medal in this contest walking,train
79036,img/79036.png,0,hey look at me! i'm a serial pedofile,train
62018,img/62018.png,0,if you think tide pods are good try the cotton candy in the attic,train
86142,img/86142.png,1,picked up 2 new pillows and dishwasher at the flee market winner winner chicken dinner,train
21394,img/21394.png,1,there is no hindu terrorism in india. what if i say it isn't true? will shoot you dead,train
94106,img/94106.png,0,release your tax returns i emailed it to you,train
39170,img/39170.png,0,meanwhile at the isis strip club,train
78541,img/78541.png,0,when a dog' s been bad when a cat's been bad,train
59462,img/59462.png,1,i like my coffee like i like my slaves extra dark,train
68245,img/68245.png,0,when the lot lizard says she'll do anything for 10$,train
85670,img/85670.png,0,"if you think ms-13 gang members are human, but 20-week old fetuses aren't you might be a democrat",train
23467,img/23467.png,1,black people anything that doesn't belong to them,train
16845,img/16845.png,0,nothings impossible,train
18524,img/18524.png,0,i'm going to choke her with nuts bitches love choking on nuts,train
48153,img/48153.png,0,the look you have on monday morning,train
10528,img/10528.png,1,this shit is why i bake people,train
75960,img/75960.png,1,when the villagers ask why all the 9 year old girls are walking funny,train
2439,img/02439.png,0,"superman's flying class was popular, but no one ever passed",train
32081,img/32081.png,0,the secret to a good marriage is having sex at least 3 times a week. and at least once with your wife,train
76458,img/76458.png,0,this one time at camp someone had too much gas,train
90625,img/90625.png,1,found a picture of your mother's womb,train
72956,img/72956.png,1,dad?!? the dishwasher and the sandwichmaker are on the fritz again,train
8531,img/08531.png,0,this one's called dirty deeds done with sheep,train
21769,img/21769.png,1,"arrest white babies before they become land stealing, inbreeding, child molesting, dog raping, serial killing, racist white supremacist terrorist thugs",train
75613,img/75613.png,0,want to party? yeah i'm down,train
54201,img/54201.png,0,14 million kids living in poverty in america but democrats fight for illegals,train
78293,img/78293.png,1,woof woof it rooks dericious,train
7125,img/07125.png,1,muslim in congress 2019 muslims in 2001,train
72946,img/72946.png,1,"i love black people, think everyone should have one",train
19824,img/19824.png,0,rice krispies are the bomb,train
31287,img/31287.png,0,how my friends play strategy games how i play strategy games do really look like a guy with plan,train
86031,img/86031.png,1,it's super rare to find a kitchen that has four ovens and three dishwashers,train
23657,img/23657.png,0,"some pussy gave me flowers weird, i just wanna get railed by a scummy biker",train
82367,img/82367.png,1,15 years in prison??? that means my next girlfriend hasn't even been born yet!,train
16903,img/16903.png,1,"islam is the religion of peace piece of you over here, piece of you over there",train
27613,img/27613.png,0,april 15th is coming... bitches better have my money... memegenerator.ne bitches better have my money.,train
5689,img/05689.png,0,"the most racist people are the ones crying""racist"" all the time!",train
91724,img/91724.png,0, my life goal? make somebody this fucking triggered,train
86543,img/86543.png,1,what's burning? '' '' '',train
24876,img/24876.png,0,time to get rotissified,train
98657,img/98657.png,1,greetings white person time to die,train
60789,img/60789.png,0,"musslamic democrat, ilhan omar, has threatened members of congress she's 's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture"" share to say arrest her now!",train
93081,img/93081.png,0,"muller report, russia, democrats",train
8462,img/08462.png,0,i will not let america turn into another nation of islam !!!!!!,train
47605,img/47605.png,0,"i'm so patriotic, i piss red, white, and blue. my doctor said it may be pancreatic cancer. i told him to shut his commie mouth",train
19634,img/19634.png,1,why can't the jews just let us slaughter them? nakba!,train
37298,img/37298.png,1,"muslim ""logic"": pork is unclean. but... drink camel urine, since it is ""medicine"" according to mohammed., ""who was perfect""",train
14892,img/14892.png,1,life has its ups and i have downs,train
38469,img/38469.png,0,i ain't got time for this. i'm too grown,train
52918,img/52918.png,1,she's to young when you have to make the airplane noise to get your cock in her mouth,train
71682,img/71682.png,0,53% of white women voted for trump 53% of white women should look like this,train
95278,img/95278.png,1,when you're the only dog left at the dog shelter and the black family wants to adopt you,train
37186,img/37186.png,0,starving mexican monkey eating peanuts,train
57962,img/57962.png,1,i told my gay friend i can turn fruits in to vegetables and he told me to prove it so i pushed him off a balcony,train
9814,img/09814.png,1,you are not wanted! you are a mental deficient!,train
90654,img/90654.png,0,when you think its friday and its only tuesday,train
71539,img/71539.png,0,what do you call a black guy in a tree with a briefcase.. a branch manager,train
34785,img/34785.png,0,"welcome, we are a muslim brotherhood",train
96701,img/96701.png,1,49 people were killed at christchurch muslim 49 people were killed at christchurch mosques muslim,train
76239,img/76239.png,1,"50 jews walk into a train, what do you call them? fuel",train
58914,img/58914.png,0,when the squad is about to get lit.,train
36982,img/36982.png,1,if two gay black men get married and adopt a baby which father is supposed to abandon the family,train
75193,img/75193.png,0,muhammed... get the roof,train
9518,img/09518.png,1,after sex selfies usa croatia germany,train
74206,img/74206.png,0,this is what we will evolve into if we don't start watching what we eat,train
38157,img/38157.png,0,brace yourselves 420 is coming,train
20438,img/20438.png,0,since u like reportin pix report deez nutz,train
69012,img/69012.png,1,when you're peeking on that 10\10 chick and about to nut but the school shooter pats you on the back and politely tells you to leave his corpses alone,train
62391,img/62391.png,0,"everyday i understand the phrase ""i'm getting too old for this shit"" on an even deeper level",train
24108,img/24108.png,0,you snooze... you lose!,train
45207,img/45207.png,1,a new target for entry level police academy,train
36497,img/36497.png,0,how to get a black guy to see his baby,train
98316,img/98316.png,0,i could have tranquilized that gorilla and i could have grabbed that kid what kid?,train
47608,img/47608.png,0,indian fans in real life indian fans on facebook,train
86104,img/86104.png,1,playboy offered her a million dollars to pose nude nat geo offered her the same,train
3254,img/03254.png,1,"liberals: ""japan has gun control without issues, what makes you think it can't work here in the usa?"" me: (whispering) black people",train
73091,img/73091.png,1,"to all you liberal ""women"" in favor of islam this young lady is being sold into sexual slavery as child bride",train
61840,img/61840.png,0,government? should austrailia start helping out the black communist murdered and killed by who are being brutally white south africans,train
46175,img/46175.png,0,last one there is a rotten fish,train
8941,img/08941.png,0,i put the ape in rape,train
87165,img/87165.png,0,digging up something to do is hard guess necrophilia isn't for everyone,train
53261,img/53261.png,0,if they were really fighting for our freedom this is what it would look like,train
42638,img/42638.png,0,great minds think alike,train
12490,img/12490.png,1,we can kill as many as we want and your stupid government keeps bringing us in,train
65248,img/65248.png,1,when you have a small dick and tell a jewish girl to suck it. i can't,train
83549,img/83549.png,1,first off i am hebrew! not a damn muslim get it right,train
14852,img/14852.png,0,people and dogs ... friendships that last,train
41298,img/41298.png,0,shitters clogged,train
61204,img/61204.png,1,greetings tranny time to die,train
47506,img/47506.png,1,"me. saving refugees ""nice try""",train
93246,img/93246.png,0,converted to muslim ? why would you think that,train
63042,img/63042.png,1,how do you kill 1000 flies with one hit? punch a somali in the face,train
35419,img/35419.png,0,when someone calls you by your gaming name in public,train
91374,img/91374.png,0,you don't always have to be so manly,train
83517,img/83517.png,0,when you remember you have leftovers in the fride when you realize someone ate it before you got home,train
10357,img/10357.png,0,hockey would be fun they said,train
79018,img/79018.png,0,when you have 3 choco puffs left in your cereal bowl,train
27503,img/27503.png,0,when you shit an anaconda and feel the last inch disconnect from your soul,train
36850,img/36850.png,1,girl during sex: make me your slave me: muslim,train
48516,img/48516.png,1,"average iq #france has fallen by 4 points per decade due to ""biological causes""",train
9875,img/09875.png,0,i see dickheads everywhere they don't even know they're dickheads,train
76819,img/76819.png,0,"maybe if we overpaid teachers and underpaid rappers, there'd be smarter kids and less shitty music! yeayah",train
76583,img/76583.png,1,if your man dresses like this there no doubt he's gay,train
73104,img/73104.png,0,"what's big, yellow and can't swim? a bus full of children",train
8162,img/08162.png,0,on my way to daycare got me like,train
13902,img/13902.png,1,i will never be assassinated because all the crazy white trash people with guns are my biggest fans!,train
79104,img/79104.png,0,when you can be confident and love yourself no matter your skin condition,train
89356,img/89356.png,0,will you hurry up and u chocolatey little fucking starvi,train
2581,img/02581.png,1,mussie guy tried to rape me he didn't make it to court,train
6897,img/06897.png,1,"if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool",train
90846,img/90846.png,0,white people is this a shooting range,train
81254,img/81254.png,0,shout out to my nsa agent giving my memes 1 view even before i submit them,train
47250,img/47250.png,0,the school shootings will continue until we take your gun rights away,train
37024,img/37024.png,0,a boy and his pet goat,train
98726,img/98726.png,1,my sense of humor is so dark it picks this,train
67298,img/67298.png,1,who is michael lavaughn robinson? michelle obama? the tranny revealed,train
52687,img/52687.png,0,trump is engaged in a cover-up hes guilty of obstructing our attempt to frame him,train
96238,img/96238.png,0,"hey i just met you and this is crazy, but here's mein number so call me maybe",train
96513,img/96513.png,1,"what in the cousin humpin, skoal spittin, busch light drinkin, winston smokin, restraining order havin, mullet rockin, trailer park treasure is this!?",train
15043,img/15043.png,1,"bert looks down in horror, as he hears cookie monster and ernie start to masturbate to the autism documentary they are watching",train
35794,img/35794.png,1,i like my coffe like i like my slaves extra dark,train
87059,img/87059.png,1,discriminate and say no to promotion of homosexual and lgbt ways of life to our children,train
94732,img/94732.png,1,the name's todd... retodd,train
63814,img/63814.png,0,when you're at your batchelor party and you realize that all the money in the stripper's g-string has your grandma's picture on it,train
64287,img/64287.png,1,seriously mate... what's the fuckin point?,train
76435,img/76435.png,1,"i don't wanna get married! bitch, please! i've got to go blow myself up tomorrow! islam - none of it makes sense",train
2185,img/02185.png,0,weeeeeee! back over the border you go!,train
7834,img/07834.png,0,guess whose house wasn't raided by the fbi?,train
78325,img/78325.png,0,how to make a colorado fruit smoothie,train
70842,img/70842.png,0,help the poor children in africa,train
3472,img/03472.png,1,"pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo",train
32867,img/32867.png,0,it's not because you're muslim anti-semitic anti-america,train
34871,img/34871.png,0,time for liberals.. ...to start crying again,train
78034,img/78034.png,0,god loves you all,train
29438,img/29438.png,1,israel is not at war they don't fight soldiers they kill innocent men women and children from a distance,train
74192,img/74192.png,0,"someone stole my identity.. look, someone stole my identity maybe they will make something out of my life",train
65043,img/65043.png,0,extra thicc,train
63957,img/63957.png,0,man caught having sex with a feminist at the beach,train
7218,img/07218.png,0,"when you and ya classmate are hiding from the school shooter, but you wanna die so you sneeze to get his attention hehehehehe my bad guys",train
61082,img/61082.png,0,i know thats really roger from american dad but imma chill,train
30567,img/30567.png,1,maybe if you worked a bit we wouldn't have inequality,train
17290,img/17290.png,1,when my autistic son finds out we're having chicken for dinner,train
67132,img/67132.png,0,...and there goes another hater,train
56401,img/56401.png,0,if this offends you might be lack you toes intolerant,train
57084,img/57084.png,0,gun safety is especially important when teaching a shooting class,train
79846,img/79846.png,1,"have you ever studied the history of the jews? did you know that they have always banded together as a tribe, infiltrated governments, monopolized the financial systems of nations instigated wars and intentionally created chaos in societies? the jews have mass murdered millions of non- jews over the centuries theyve seized control of the media so you'll never find out study the history of the jews!",train
94638,img/94638.png,0,the look your dad gives your when you dont make curfew,train
67051,img/67051.png,0,"banned for life from twitter for criticizing a movie. used twitter to promote a hoax hate crime, risking an entire race war. still on twitter",train
20867,img/20867.png,1,muslim porn star,train
29470,img/29470.png,0,educate our kids about domestic violence,train
47359,img/47359.png,1,weeeeeee! back over the border you go!,train
73819,img/73819.png,0,kids today vs when i was a kid,train
57180,img/57180.png,0,but i'm israeli god promised me the car!,train
90827,img/90827.png,0,radical shiite cleric taking aim,train
38961,img/38961.png,1,trump's transgender military ban is the best thing ever share if you agree,train
46538,img/46538.png,0,it's a boy,train
19547,img/19547.png,0,hooded female anti-semite democrat early 20th century hooded female anti-semite democrat early 21st century,train
84502,img/84502.png,1,just got a bootleg copy of muslim porn deep goat,train
71492,img/71492.png,0,sour candy will have you like ,train
42105,img/42105.png,1,white people scared to sit next to a muslim on a plane but then do shit like this,train
38419,img/38419.png,1,when i grow up. lol nevermind,train
26057,img/26057.png,0,"redneck word of the day: ""obama"" i bought a me case of beer and drank it obama self",train
91674,img/91674.png,1,how white men look at you after they've already called the cops,train
41092,img/41092.png,1,ana frank at 14 years old ana frank at 15 years old,train
16892,img/16892.png,0,farrakhan speech at united center in chicago breaking news nation of islam members listen to minister louis,train
50124,img/50124.png,1,"i think i've got a gas leak, i woke up this morning feeling all light headed and dizzy, so just to be on the safe side, i asked the neighbours if they could come suss it out for me, i figureed they'd know, being jewish and all.",train
37649,img/37649.png,0,when you fall face first in the mud,train
34567,img/34567.png,1,if you support this you're supporting the genocide of black men,train
69450,img/69450.png,1,hey bro close your eyes bro yes bro? ok bro go deeper o yeah abdul,train
82960,img/82960.png,0,the stocks were a public torture device that immobilized the feet of the punished person,train
76038,img/76038.png,0,lifetime presents: surviving life,train
94068,img/94068.png,1,hating the jews is a great honor for me and it makes me walk with my head high,train
86750,img/86750.png,1,trump: muslims should wear special id badges great idea,train
84297,img/84297.png,0,you want a fight? put your head up my ass and fight for air. whatsup!,train
87054,img/87054.png,1,mom won't let me use the oven with my jewish friends,train
31278,img/31278.png,1,"it's not a hijab it's a diaper, for peoples with shit for brains",train
10693,img/10693.png,0,the enemy within ilhan omar linda sarsour rashida tlaib the enemy has infiltrated congress,train
36748,img/36748.png,0,i don't think my porn finished downloading,train
13596,img/13596.png,0,ever notice christians are horrible drivers,train
63741,img/63741.png,0,never again,train
39852,img/39852.png,0,3 jewish prisoners after being liberated by the ussr auschwitz 1945 colorized,train
29735,img/29735.png,1,i have a dream thats me with the belt,train
91476,img/91476.png,1,when the autistic black kid start giving the n-word pass to everyone this will be the end of wakanda,train
69305,img/69305.png,0,travel size coffee maker,train
65073,img/65073.png,1,jews and americans will ruin the world,train
15603,img/15603.png,0,"just say yes to socialism jim carrey ""dumb and dumber"" was a movie... ...not a lifestyle",train
90318,img/90318.png,0,lgbt support @liquorgunsbaconandtits,train
72536,img/72536.png,0,"friend : your phone is very slow, you should buy a new one me: as long as it plays music and porn it's nasa to me",train
31924,img/31924.png,0,this is how harvey price has grown over the years,train
89602,img/89602.png,0,bring me another smurf,train
19537,img/19537.png,1,*playing an old piano i found* the other jews in the attic:,train
41057,img/41057.png,1,"i like my korean women the way i like my microwaves hot, clean and will kill any baby i put inside of it",train
67029,img/67029.png,0,i only wear silk panties cotton ones remind me of slavery,train
52361,img/52361.png,0,when someone is talkin to you and you gotta shit,train
21453,img/21453.png,1,gays on their way home after pride week,train
96204,img/96204.png,1,"girl muslim "" is this a punching bag""?",train
14976,img/14976.png,0,where's jaws when you need him,train
54981,img/54981.png,1,we can kill as many as we want and your stupid government keeps bringing us in,train
57132,img/57132.png,0,"according to women, there are 3 men in this pic",train
52609,img/52609.png,0,see? i fuckin told you! little foil on top keeps them jewsy,train
15734,img/15734.png,1,people who aren't retarded muslims hating jews,train
64825,img/64825.png,0,what if i told you dahyun is the best girl,train
20931,img/20931.png,0,don't understand your specific kind of stupid but i do admire your total commitment to it,train
85947,img/85947.png,0,loves me some boneless jungle ham,train
97325,img/97325.png,1,do you know how to use an oven! or do i need to dig up hitler so he can show you!,train
31927,img/31927.png,0,anymore pictures ? im kiddin let me pose,train
38210,img/38210.png,0,"my wife asked me if i thought her friend was pretty... apparently, ""i'd lick her her asshole"" is the wrong answer!",train
39250,img/39250.png,0,i just squirted tranny fluid,train
48361,img/48361.png,1,when black is your favorite color,train
19542,img/19542.png,1,being republican is as easy as laundry you just separate the whites from the colors,train
64905,img/64905.png,0,when you get to choose your own mental illness,train
84103,img/84103.png,0,you sicced all of your corrupt goons after me for 3 years and i came out clean. now it's my turn to send my justice-seeking patriots after you and your corrupt goons. let's see how you all come out!!!,train
34897,img/34897.png,1,when the special needs girl with big tits is left unattended,train
9423,img/09423.png,0,when you get paid when you check your bank account after paying bills,train
6749,img/06749.png,0,when they laugh at your 9cm but you haven't even reached puberty yet,train
62597,img/62597.png,0,whatever we once were we are still one nation,train
73125,img/73125.png,0,"if you think we need protection from these people... but not these people, you're a special kind of stupid",train
13046,img/13046.png,0,"religion of peace? before every one understands that slam is the i mean, how many more times they have to do this i can kind of understand why muslims get so frustrated",train
7134,img/07134.png,0,sexbomb sexbomb you are my sexbomb,train
18632,img/18632.png,1,"""muh dick"" indicates a nigger's confusion and lack of understanding",train
60829,img/60829.png,0,making mashed potatoes,train
24580,img/24580.png,0,"when you've had a rough day but you're trying to stay positive ""it's great. i'm great. everything's just great.""",train
10436,img/10436.png,1,sea monkeys,train
15270,img/15270.png,1,my sister died in a car accident she died reading a text i sent to her hit a tree if you hate niggers this is the text hit a tree if you hate niggers,train
26835,img/26835.png,1,rip harambe black lives matter,train
89632,img/89632.png,1,hands up all racists who support white genocide,train
57913,img/57913.png,1,there was a 4 car pile-up in mexico today 93 people died,train
71368,img/71368.png,0,meanwhile at the isis strip club,train
61258,img/61258.png,0,yup says so right here you got me fucked up,train
31657,img/31657.png,1,ain't no allah back girl,train
49120,img/49120.png,0,my eyes are always bloodshot after sex i think it's from the pepper spray,train
40125,img/40125.png,0,here's to the mothers who raised normal kids and to the select few who raised us awesome fuckers,train
57034,img/57034.png,0,flat earth is based on christianity and christianity is a jewish death cult think about it,train
49208,img/49208.png,0,love black people think everyone should have one,train
18290,img/18290.png,1,come on over i'm having a party the place is crawling with pussy,train
67541,img/67541.png,1,turn down for what,train
13579,img/13579.png,0,up his sleevies where did hitler where? keep his armies?,train
48051,img/48051.png,1,"bitch, please! i don't i've got to go wanna get blow myself up tomorrow! married! islam - none of it makes sense",train
92578,img/92578.png,0,and that was the last nativity play my son was invited to take part in,train
31684,img/31684.png,0,obama voters,train
48579,img/48579.png,1,throws people into gas chambers evil throws people into eternal pits of fire good,train
5916,img/05916.png,0,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",train
65217,img/65217.png,0,an expensive gas bill? i did nazi that coming,train
98537,img/98537.png,0,warning smoking kills,train
8495,img/08495.png,0,mein feelings have been hurt,train
37580,img/37580.png,0,"let's gather everyone for family photo, where are my daughters?",train
27986,img/27986.png,0,even i can see you're a cunt,train
60739,img/60739.png,0,sea monkeys,train
81409,img/81409.png,0,if he's marrying me then why's he fucking a goat,train
85146,img/85146.png,1,i guess pushing gay people off buildings and killing women these people that push gays off buildings. is funny to her? she is disgusting!,train
64137,img/64137.png,0,just think of this as the day the bad music died,train
67581,img/67581.png,0,no one: white people when you nod at them:,train
7345,img/07345.png,0,fuck banks and all their fees,train
85941,img/85941.png,0,we had a minor gas leak,train
92038,img/92038.png,0,what's wrong? why are you mad? oh you don't have any more food? that sucks,train
48069,img/48069.png,0,how dare people make fun of our peaceful religion,train
75693,img/75693.png,0,we are returning to work after the photo,train
37502,img/37502.png,0,starts nazi party ... and wages war on other cultures,train
80214,img/80214.png,0,when the dope man tells you you're onna have to earn a front but i poop from there.,train
43716,img/43716.png,0,all races are equal,train
79681,img/79681.png,0,"hahahaha this sucks, man",train
12836,img/12836.png,0,texas churches be like... praise the lord!,train
91385,img/91385.png,0,you can tell the gender of an ant by throwing it in water if it sinks= girl ant...if it floats= buoyant,train
70395,img/70395.png,1,arnold shootzanigger,train
15906,img/15906.png,0,obedience for those that dont like smiling probably due to their constant painful hip they all seem to grasp,train
20715,img/20715.png,0,enriching the mind and body while also enriching our hearts,train
21073,img/21073.png,0,i swear harvey's been chasing the same fly for the last 13 years,train
35170,img/35170.png,1,every man needs a decent coffee maker,train
61580,img/61580.png,1,fuckin' slaves,train
59370,img/59370.png,1,when you can't afford a new dishwasher so you hit the rusty one and make it work,train
87902,img/87902.png,1,you're never lonely at farmersownme,train
8962,img/08962.png,0,you know you're getting older when you walk by 3 priests and don't even get a look,train
47309,img/47309.png,0,chinese people be like happy thanksgiving,train
73982,img/73982.png,0,adding coolant when the farm equipment overheats,train
14829,img/14829.png,1,fucking queers,train
15804,img/15804.png,0,we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast,train
16297,img/16297.png,1,"so, you think by being a muslim sympathizer, this will somehow keef us from killing you ? you are a special kind of stupid",train
69752,img/69752.png,0,it's almost the weekend!,train
43569,img/43569.png,1,what would i do if she got pregnant,train
73218,img/73218.png,0,let them pursue their happiness,train
20681,img/20681.png,1,muslim in congress 2019 defund homeland security! muslims in 2001,train
12034,img/12034.png,1,why don't i get sunburnt? because prisons are indoors,train
52607,img/52607.png,1,say it again jerry i shoot ilegals,train
27043,img/27043.png,1,and i even got a job in congress! these americans are so stupid!!! yep.........and then i beat the usa immigration sytem by marrying my own brother!,train
68370,img/68370.png,0,interviewer: can you demonstrate your problem solving abilities ? me:,train
81679,img/81679.png,0,nazi fitness camp before and after body transformation within hours,train
78294,img/78294.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,train
30918,img/30918.png,1,"suspect is a gender fluid, non on-gender specific clothing, assigned male at birth but identifies as a wearing mountain panda born caucasian",train
6158,img/06158.png,0,new zealand edition call of duty,train
10389,img/10389.png,0,"only in america could these people consider themselves the ""master race""",train
35178,img/35178.png,1,if they raise theirs and destroy our flag are they really people we want here ??,train
68342,img/68342.png,1,this one time at camp we got so baked,train
68597,img/68597.png,0,when your heading out to a convention with buddies and you get misdirected,train
6519,img/06519.png,1,moutain goats hide when they hear allah akbar because they here the goat fuckers are coming,train
61345,img/61345.png,0,im gonna be a woman,train
51839,img/51839.png,0,i'm relaxed now minding my own business,train
64283,img/64283.png,0,when you're caught staring at a goat and your wife gives you that face,train
69327,img/69327.png,1,say allahu akbar again... ...go ahead...say it!,train
81063,img/81063.png,0,when you only workout using body weight,train
82195,img/82195.png,0,you fucking liar that blowjob did nothing for my sore throat,train
47926,img/47926.png,1,the greatest gift of life is friendship and jews stole it and have removed it from me,train
40375,img/40375.png,1,when japan thinks you're gonna invade their mainland,train
91453,img/91453.png,0,oh look someone's returning a broken sandwich maker to walmart,train
50617,img/50617.png,0,mom? i'm pregnant!!,train
24380,img/24380.png,0,when your dishwasher is ready for another load,train
71920,img/71920.png,1,where is the black guy?,train
4735,img/04735.png,0,smile even in the worst of times,train
50624,img/50624.png,0,meanwhile at the isis strip club,train
84153,img/84153.png,0,when i finally find out who is responsible for my low gpa oh you gotta be shitting me,train
45180,img/45180.png,0,"rep omar accuses trump of being 'bigoted' toward lgbt... do you agree with her, or is she out of her mind?",train
31786,img/31786.png,0,"put'n the ""ham"" in mohamed",train
96301,img/96301.png,1,alabama: bans abortion. all of alabama in 5 years,train
78564,img/78564.png,1,"when you take your dishwasher to the restaurant, but it starts talking",train
67438,img/67438.png,1,white parent black parent,train
64127,img/64127.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,train
71340,img/71340.png,0,slaves got whipped back in the day,train
56107,img/56107.png,0,a kind women giving a starving child some water,train
19532,img/19532.png,1,*reacts in shea butter twitter*,train
60234,img/60234.png,0,"clown bait at its finest ""trumps economy is so bad that truck drivers have to buy their own trucks"" stacey abrams ""democrat response""",train
20837,img/20837.png,1,"what's a word that begins with n, ends in r and you never want to call a black person? a neighbour",train
17582,img/17582.png,0,"""we should make it harder for criminals to get guns..."" ""...if even to prevent one tragedy"" but let's not make it harder for perverts to use the ladies room... ...if even to prevent rape? one",train
76920,img/76920.png,0,runway fashion has become much more inclusive and way more creative!,train
86251,img/86251.png,0,i'm not a criminal i'm an undocumented felon,train
29351,img/29351.png,1,when you forget the bomb codes,train
76850,img/76850.png,1,would you rather have a gay son or thug son,train
89542,img/89542.png,0,enjoying a warm cup on a cold day,train
83205,img/83205.png,0,randomly deciding to bake something,train
70126,img/70126.png,1,when i have an orgasm it's tranny fluid,train
34072,img/34072.png,0,nothing comes between the bond of a rider and their horse,train
14268,img/14268.png,0,"you've heard of elf on a shelf, now get ready for",train
12549,img/12549.png,0,eatin with the crew,train
29075,img/29075.png,0,he can be his new boy firend,train
97586,img/97586.png,0,i hate snow its white and on my land,train
8173,img/08173.png,1,i may not be a smart man ilhan but i know what a jew-hating islamist sounds like,train
84125,img/84125.png,0,when you beat the red light,train
59863,img/59863.png,0,when you find your best goat mating with the neighborhood runt,train
68450,img/68450.png,0,"""she said ""i want a ring"" i said ""bitch take your phone off silent! """,train
72431,img/72431.png,0,the aftermath of a van catching on fire,train
94065,img/94065.png,0,if yall daughters dancing like this.. they cant play with mines,train
95031,img/95031.png,0,if you hold it up to your ear you can hear police,train
32746,img/32746.png,0,life is like a box of chocolates you never know what you're gonna get,train
92143,img/92143.png,0,when you eat her ass and then she say that she don't suck dick... wayment,train
61892,img/61892.png,1,these people have to walk 20 miles a day for fresh water then why don't they move closer to the fucking water??,train
14372,img/14372.png,0,just another year and another wrinkle on the ole' nutsack. happy birthday,train
46215,img/46215.png,0,you think that hoe thinks you're special lol she says that to us too!,train
40297,img/40297.png,1,i got new shoes brother died from ebola,train
25386,img/25386.png,0,yes donald. that sounds good . i once built a wall too,train
95821,img/95821.png,1,i don't know how to deal with black people but i guess i'll take a shot at it,train
59623,img/59623.png,1,me trying to tell my her not giving a shit liberal friend how because all men are much i love and trash appreciate her,train
53182,img/53182.png,0,"those who die in blue, are remembered forever",train
71048,img/71048.png,0,in england they drive on the left in canada we drive on what's left,train
61873,img/61873.png,0,cinco de mayo isnt even celebrated by most mexicans it's just an excuse for white americans to get drunk,train
64190,img/64190.png,0,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle,train
67143,img/67143.png,0,sex is all fun and games until someone has to sleep in the wet spot,train
89756,img/89756.png,0,and this is where i keep my genetics,train
95427,img/95427.png,1,anne franks nudes exposed,train
86253,img/86253.png,0,"think of how stupid the average person is, and realize half of them are stupider than that",train
93186,img/93186.png,0,that's the way allah allah i like it,train
23045,img/23045.png,0,when a girl squirts for the first time her:omg i'm so sorry is that pee? did i just pee on you?! omg! him:,train
50942,img/50942.png,0,wayment...way' one gotdamn minute ...'the fuckis dis shit.,train
4152,img/04152.png,0,over 50 south africans lost their lives after police opened fire during a protest,train
40871,img/40871.png,1,in my country i am forced to keep my mouth shut but here i am free to talk trash about this country in hopes that i can change it to a country where i am forced to keep my mouth shut,train
12389,img/12389.png,1,bert and ernie dress up as goats in an attempt to catfish arab men,train
87190,img/87190.png,1,hey mom the goats asshole is inside out. what do?,train
17296,img/17296.png,0,"the cashier seemed to appreciate that i bagged my own groceries until i unpacked them all and said, ""that's how i want you to do it.""",train
46529,img/46529.png,0,look son...another terror attack by peaceful bears!,train
39156,img/39156.png,1,i asked him to see things from my point of view he looked out the kitchen window,train
91482,img/91482.png,0,i hope one day people will understand that english is a language. not a measure of intelligence,train
